thread_id,question_created_at,answer_created_at,answer_text,answer_text_norm,answer_len,answer_word_count
5777335097,2023-11-06 06:07:48.878000+00:00,2023-11-06 06:07:48.880000+00:00,what is the price,what is the price,17,4
5782070184,2023-11-06 18:42:58.737000+00:00,2023-11-06 18:42:58.739000+00:00,"hello we sell glass beverage bottles are would like to offer printing labels as a service. Our labels need to be clear with white or black ink, about 2"" x 3.5"" in size. Can you printers accomplish this?",hello we sell glass beverage bottles are would like to offer printing labels as a service our labels need to be clear with white or black ink about 2 x 35 in size can you printers accomplish this,202,38
5786545586,2023-11-07 07:30:28.875000+00:00,2023-11-07 07:30:28.877000+00:00,"Good day,",good day,9,2
5801196594,2023-11-08 19:03:48.717000+00:00,2023-11-08 19:03:48.719000+00:00,Hi ! My name is Mathieu Perreault and I work for Groupe AFFI that bought the company Les Abeilles Busy Bees few months ago.,hi my name is mathieu perreault and i work for groupe affi that bought the company les abeilles busy bees few months ago,123,24
5836745786,2023-11-13 21:12:31.889000+00:00,2023-11-13 21:12:31.891000+00:00,what is the cost for arrowjet aqua 330R lite?,what is the cost for arrowjet aqua 330r lite,45,9
5840205159,2023-11-14 07:53:50.373000+00:00,2023-11-14 07:53:50.375000+00:00,Are you :-),are you,11,3
5855356250,2023-11-15 22:32:06.078000+00:00,2023-11-15 22:32:06.080000+00:00,Need a printer that can print on mylar bags,need a printer that can print on mylar bags,43,9
5860545951,2023-11-16 15:42:14.972000+00:00,2023-11-16 15:42:14.974000+00:00,Do you happen to have any Gerber GS750 Plus cutters available?,do you happen to have any gerber gs750 plus cutters available,62,11
5888727322,2023-11-20 21:49:23.914000+00:00,2023-11-20 21:49:23.916000+00:00,label printer,label printer,13,2
5890323042,2023-11-21 00:05:14.643000+00:00,2023-11-21 00:05:14.645000+00:00,I'm curious about the price on the ArrowJet Aqua 330R,im curious about the price on the arrowjet aqua 330r,53,10
5895316885,2023-11-21 15:21:11.607000+00:00,2023-11-21 15:21:11.609000+00:00,Quotation ARROW EZCUT 330R,quotation arrow ezcut 330r,26,4
5940265343,2023-11-27 07:03:04.250000+00:00,2023-11-27 07:03:04.252000+00:00,Hello team Support,hello team support,18,3
5969760833,2023-11-30 05:54:15.839000+00:00,2023-11-30 05:54:15.841000+00:00,nestle,nestle,6,1
5999916163,2023-12-04 18:46:59.712000+00:00,2023-12-04 18:46:59.714000+00:00,We have a model L1 label maker and looking for the adjustable media sensor,we have a model l1 label maker and looking for the adjustable media sensor,74,14
6007946275,2023-12-05 15:59:38.154000+00:00,2023-12-05 15:59:38.156000+00:00,Do you guys do service calls for your label printers,do you guys do service calls for your label printers,52,10
6021188786,2023-12-06 23:22:35.248000+00:00,2023-12-06 23:22:35.250000+00:00,hello i am trying to follow up on my order,hello i am trying to follow up on my order,42,10
6021540245,2023-12-07 01:35:56.205000+00:00,2023-12-07 01:35:56.207000+00:00,Looking for a lease price on the ARROWJET NOVA 330R,looking for a lease price on the arrowjet nova 330r,51,10
6049039213,2023-12-11 09:06:13.628000+00:00,2023-12-11 09:06:13.630000+00:00,Hello Team,hello team,10,2
6116562702,2023-12-20 02:32:35.714000+00:00,2023-12-20 02:32:35.716000+00:00,Printing directly to pouches,printing directly to pouches,28,4
6170557813,2023-12-29 08:07:14.712000+00:00,2023-12-29 08:07:14.714000+00:00,do you need some hole punch for plastic bag?,do you need some hole punch for plastic bag,44,9
6174509890,2023-12-29 22:28:50.848000+00:00,2023-12-29 22:28:50.850000+00:00,I would like to know on how to prepare in Illustrator the art for printing a mylar bag with an illustration. Do I need a template outline or a die cut?,i would like to know on how to prepare in illustrator the art for printing a mylar bag with an illustration do i need a template outline or a die cut,151,31
6177765779,2023-12-30 21:31:03.626000+00:00,2023-12-30 21:31:03.628000+00:00,Send Information about 330 label press please,send information about 330 label press please,45,7
6185676082,2024-01-02 09:57:19.918000+00:00,2024-01-02 09:57:19.920000+00:00,do you have a dealer in Germany?,do you have a dealer in germany,32,7
6200436086,2024-01-04 02:39:19.164000+00:00,2024-01-04 02:39:19.166000+00:00,Machine,machine,7,1
6263807019,2024-01-12 22:42:50.988000+00:00,2024-01-12 22:42:50.990000+00:00,job,job,3,1
6306051714,2024-01-18 19:40:31.361000+00:00,2024-01-18 19:40:31.363000+00:00,receipt for credit card payment,receipt for credit card payment,31,5
6328005688,2024-01-22 14:10:09.226000+00:00,2024-01-22 14:10:09.228000+00:00,do you offer sublimation printers,do you offer sublimation printers,33,5
6350245762,2024-01-24 21:06:01.149000+00:00,2024-01-24 21:06:01.151000+00:00,Looking for someone that can service LIMITRONIC V6 printer in Sydney,looking for someone that can service limitronic v6 printer in sydney,68,11
6353923875,2024-01-25 08:40:08.869000+00:00,2024-01-25 08:40:08.871000+00:00,"Hi, do you have representation in South Africa?",hi do you have representation in south africa,47,8
6378795099,2024-01-29 08:38:28.759000+00:00,2024-01-29 08:38:28.761000+00:00,Hi are you going to participate in DRUPA Düsseldorf,hi are you going to participate in drupa düsseldorf,51,9
6389087341,2024-01-30 07:59:52.833000+00:00,2024-01-30 07:59:52.835000+00:00,"Hello, I want to place orders for some of your products. I would like to know if I can place orders with my u.s credit card and arrange to pick them up from your store/warehouse by a private freight company. Looking forward to your quick response. Thanks.",hello i want to place orders for some of your products i would like to know if i can place orders with my us credit card and arrange to pick them up from your storewarehouse by a private freight company looking forward to your quick response thanks,255,47
6427412759,2024-02-02 22:29:33.421000+00:00,2024-02-02 22:29:33.423000+00:00,Do you sell any used anycut1,do you sell any used anycut1,28,6
6433007255,2024-02-04 08:26:58.511000+00:00,2024-02-04 08:26:58.513000+00:00,+919115595555 what'sapp for discussion,919115595555 whatsapp for discussion,38,4
6453092645,2024-02-06 20:41:09.767000+00:00,2024-02-06 20:41:09.769000+00:00,what is the best technique to print a simple clear label with white text to be placed on the side of a box,what is the best technique to print a simple clear label with white text to be placed on the side of a box,106,23
6455910687,2024-02-07 05:54:00.429000+00:00,2024-02-07 05:54:00.431000+00:00,Please send your machine price,please send your machine price,30,5
6458103556,2024-02-07 11:38:42.069000+00:00,2024-02-07 11:38:42.071000+00:00,How much does a arrowjet aqua 330r lite cost ?,how much does a arrowjet aqua 330r lite cost,46,10
6482129422,2024-02-09 21:55:13.564000+00:00,2024-02-09 21:55:13.566000+00:00,"hi, wondering what the arrow eco-300 roll to roll label cutter is priced at?",hi wondering what the arrow eco300 roll to roll label cutter is priced at,76,14
6537946730,2024-02-16 16:27:06.774000+00:00,2024-02-16 16:27:06.776000+00:00,"Hi there! We have an Arrow EZCut 240 machine, and it has not been die cutting correctly for quite some time. Is there somewhere where I can find a troubleshooting guide, or similar, to get this corrected? Thank you!",hi there we have an arrow ezcut 240 machine and it has not been die cutting correctly for quite some time is there somewhere where i can find a troubleshooting guide or similar to get this corrected thank you,215,39
6542838881,2024-02-17 10:22:42.799000+00:00,2024-02-17 10:22:42.801000+00:00,aloha,aloha,5,1
6542938985,2024-02-17 11:24:27.845000+00:00,2024-02-17 11:24:27.847000+00:00,"Hi, I need a hybrid system to be mounted in screen printing carousel",hi i need a hybrid system to be mounted in screen printing carousel,68,13
6544360099,2024-02-17 18:38:47.198000+00:00,2024-02-17 18:38:47.200000+00:00,I just want to know how much,i just want to know how much,28,7
6568592813,2024-02-21 09:46:30.931000+00:00,2024-02-21 09:46:30.933000+00:00,P65916B,p65916b,7,1
6577242139,2024-02-22 08:43:49.975000+00:00,2024-02-22 08:43:49.977000+00:00,"Hi, Im interested in buying a memjet printer, not sure which one yet, but as far as i can see the media you need to print on is very costly, would I be able to coat my own media and if so what kind of coating would i need to use?",hi im interested in buying a memjet printer not sure which one yet but as far as i can see the media you need to print on is very costly would i be able to coat my own media and if so what kind of coating would i need to use,229,51
6621974334,2024-02-28 12:33:23.212000+00:00,2024-02-28 12:33:23.214000+00:00,Hi. I am looking for ink for Afinia L801 plus. Can you help me?,hi i am looking for ink for afinia l801 plus can you help me,63,14
6659917651,2024-03-04 20:18:57+00:00,2024-03-04 20:18:57.002000+00:00,hi. the price please,hi the price please,20,4
6699765642,2024-03-09 17:29:14.969000+00:00,2024-03-09 17:29:14.971000+00:00,What is the current asking price for the arrowjet aqua 330r lite,what is the current asking price for the arrowjet aqua 330r lite,64,12
6703029783,2024-03-10 18:17:49.454000+00:00,2024-03-10 18:17:49.456000+00:00,Digital flexible,digital flexible,16,2
6708754434,2024-03-11 16:53:57.858000+00:00,2024-03-11 16:53:57.860000+00:00,I need to place an order but have no account,i need to place an order but have no account,44,10
6729955756,2024-03-14 08:51:17.089000+00:00,2024-03-14 08:51:17.091000+00:00,looking for water base ink digital press,looking for water base ink digital press,40,7
6742553409,2024-03-15 22:16:30.047000+00:00,2024-03-15 22:16:30.049000+00:00,Hi how much is the epson printer for stickers,hi how much is the epson printer for stickers,45,9
6747207706,2024-03-17 06:48:57.286000+00:00,2024-03-17 06:48:57.288000+00:00,Buongiorno mi servirebbe assistenza per stampande,buongiorno mi servirebbe assistenza per stampande,49,6
6791450016,2024-03-23 19:55:38.951000+00:00,2024-03-23 19:55:38.953000+00:00,Both flexo and gravure,both flexo and gravure,22,4
6795706627,2024-03-25 04:21:15.391000+00:00,2024-03-25 04:21:15.393000+00:00,what is the effect of uv varnish on water based varnish surface,what is the effect of uv varnish on water based varnish surface,63,12
6800837189,2024-03-25 18:49:12.279000+00:00,2024-03-25 18:49:12.281000+00:00,I’m looking for a Mylar bag printer,im looking for a mylar bag printer,35,7
6802558544,2024-03-25 22:52:37.176000+00:00,2024-03-25 22:52:37.178000+00:00,simplify whayt security printing is in simple words,simplify whayt security printing is in simple words,51,8
6810037834,2024-03-26 21:13:20.491000+00:00,2024-03-26 21:13:20.493000+00:00,"Hi there, do you still offer heat transfer machines?",hi there do you still offer heat transfer machines,52,9
6816358238,2024-03-27 18:20:25.578000+00:00,2024-03-27 18:20:25.580000+00:00,Plus plotter,plus plotter,12,2
6827517840,2024-03-29 10:41:44.742000+00:00,2024-03-29 10:41:44.744000+00:00,Digital printing single pass or multi pass differences,digital printing single pass or multi pass differences,54,8
6870979168,2024-04-04 17:14:04.088000+00:00,2024-04-04 17:14:04.090000+00:00,Could you provide a ballpark estimate of the price for your ARROWJET AQUA 330R HYBRID PRO?,could you provide a ballpark estimate of the price for your arrowjet aqua 330r hybrid pro,90,16
6871742538,2024-04-04 18:25:36.394000+00:00,2024-04-04 18:25:36.396000+00:00,Mylar bag printer machine,mylar bag printer machine,25,4
6888010658,2024-04-07 15:28:40.239000+00:00,2024-04-07 15:28:40.241000+00:00,Looking for your plotter prices?,looking for your plotter prices,32,5
6889113909,2024-04-07 22:43:01.048000+00:00,2024-04-07 22:43:01.050000+00:00,How much is the 250R laser cutting system?,how much is the 250r laser cutting system,42,8
6894505039,2024-04-08 15:23:07.262000+00:00,2024-04-08 15:23:07.264000+00:00,Hi .Do you have printing version for digital printing on check bank?,hi do you have printing version for digital printing on check bank,68,12
6896790437,2024-04-08 20:32:57.102000+00:00,2024-04-08 20:32:57.104000+00:00,I have called 12 times in the last hour with zero response. Our printer is down and need assistance immediately.,i have called 12 times in the last hour with zero response our printer is down and need assistance immediately,112,20
6900081545,2024-04-09 06:51:26.976000+00:00,2024-04-09 06:51:26.978000+00:00,"I have a printer EPSON ColorWorks C7500 but is there any accessory to fold the labels , because I print may labels at once",i have a printer epson colorworks c7500 but is there any accessory to fold the labels because i print may labels at once,122,24
6918768284,2024-04-11 06:47:49.714000+00:00,2024-04-11 06:47:49.716000+00:00,How much is this printer for plastic bags,how much is this printer for plastic bags,41,8
7002866226,2024-04-23 21:58:22.625000+00:00,2024-04-23 21:58:22.627000+00:00,15 inch plotter,15 inch plotter,15,3
7025551888,2024-04-26 19:13:17.712000+00:00,2024-04-26 19:13:17.714000+00:00,How does your printer work,how does your printer work,26,5
7029202746,2024-04-27 14:40:47.653000+00:00,2024-04-27 14:40:47.655000+00:00,"Please guide me to the correct printer that can print aluminum foil or plastic for food packaging. Of course, the weight of these materials is from 6 to 30 microns",please guide me to the correct printer that can print aluminum foil or plastic for food packaging of course the weight of these materials is from 6 to 30 microns,163,30
7033835523,2024-04-29 02:47:40.610000+00:00,2024-04-29 02:47:40.612000+00:00,Hola. Saludos. Soy de Venezuela.,hola saludos soy de venezuela,32,5
7053186197,2024-04-30 22:38:25.230000+00:00,2024-04-30 22:38:25.232000+00:00,Looking for printing barcodes etc directly on Mylar bags for my chocolate bars,looking for printing barcodes etc directly on mylar bags for my chocolate bars,78,13
7073655653,2024-05-03 15:40:25.372000+00:00,2024-05-03 15:40:25.374000+00:00,"Hello ,",hello,7,2
7075560358,2024-05-03 20:53:20.003000+00:00,2024-05-03 20:53:20.005000+00:00,I need a quote for Aircraft Vinyl Printer.,i need a quote for aircraft vinyl printer,42,8
7077116992,2024-05-04 04:35:07.603000+00:00,2024-05-04 04:35:07.605000+00:00,can we print transparent sticker in gravure method,can we print transparent sticker in gravure method,50,8
7078279268,2024-05-04 14:57:26.282000+00:00,2024-05-04 14:57:26.284000+00:00,Hello I am interested in your arrowjet 330R,hello i am interested in your arrowjet 330r,43,8
7087200173,2024-05-06 15:28:00.461000+00:00,2024-05-06 15:28:00.463000+00:00,career opportunities,career opportunities,20,2
7091004252,2024-05-07 00:54:30.975000+00:00,2024-05-07 00:54:30.977000+00:00,"Hi, I'm looking for a digital roll printing and supplies. Please contact me",hi im looking for a digital roll printing and supplies please contact me,75,13
7093141544,2024-05-07 10:40:35.262000+00:00,2024-05-07 10:40:35.264000+00:00,How much will this unit cost me?,how much will this unit cost me,32,7
7095392370,2024-05-07 13:53:19.417000+00:00,2024-05-07 13:53:19.419000+00:00,We are looking for a water base high gloss varnish to be use on a Heildelber SM74 with IR Drying system,we are looking for a water base high gloss varnish to be use on a heildelber sm74 with ir drying system,103,21
7115827275,2024-05-09 15:57:34.044000+00:00,2024-05-09 15:57:34.046000+00:00,25kg bag printing,25kg bag printing,17,3
7129205383,2024-05-11 17:34:23.767000+00:00,2024-05-11 17:34:23.769000+00:00,Colordyne 1800-c Support,colordyne 1800c support,24,3
7154967380,2024-05-15 14:56:55.892000+00:00,2024-05-15 14:56:55.894000+00:00,Price range for 250?,price range for 250,20,4
7161966721,2024-05-16 11:20:10.049000+00:00,2024-05-16 11:20:10.051000+00:00,x,x,1,1
7171385644,2024-05-17 14:03:54.132000+00:00,2024-05-17 14:03:54.134000+00:00,Gerber GSplus Plotters – GS15 Plotter – GS15plus – GS15 Plus Plotter,gerber gsplus plotters gs15 plotter gs15plus gs15 plus plotter,68,12
7181109273,2024-05-19 16:31:37.313000+00:00,2024-05-19 16:31:37.315000+00:00,This machine price,this machine price,18,3
7196119333,2024-05-21 19:16:15.648000+00:00,2024-05-21 19:16:15.650000+00:00,Hi how are you? My name is Thomas,hi how are you my name is thomas,33,8
7250279834,2024-05-29 16:17:32.860000+00:00,2024-05-29 16:17:32.862000+00:00,hi - can your printhead print on silicone or other rubber material,hi can your printhead print on silicone or other rubber material,66,12
7270765209,2024-06-01 02:52:32.828000+00:00,2024-06-01 02:52:32.830000+00:00,What's the price,whats the price,16,3
7285423762,2024-06-03 22:03:49.541000+00:00,2024-06-03 22:03:49.543000+00:00,I need a printer to print in mylar!?,i need a printer to print in mylar,36,8
7302914061,2024-06-05 22:20:06.189000+00:00,2024-06-05 22:20:06.191000+00:00,Hello! I would like to place an order for labels,hello i would like to place an order for labels,48,10
7309397534,2024-06-06 17:24:39.670000+00:00,2024-06-06 17:24:39.672000+00:00,which printer (with media removal) would be a starting point for beer and soda bottles,which printer with media removal would be a starting point for beer and soda bottles,86,15
7325874053,2024-06-09 21:20:45.628000+00:00,2024-06-09 21:20:45.630000+00:00,Hybrid machkne,hybrid machkne,14,2
7345700017,2024-06-12 18:28:44.704000+00:00,2024-06-12 18:28:44.706000+00:00,Is this product safe to use on earrings hopes,is this product safe to use on earrings hopes,45,9
7345855928,2024-06-12 18:37:19.292000+00:00,2024-06-12 18:37:19.294000+00:00,can you print 600mm wide,can you print 600mm wide,24,5
7369141139,2024-06-17 01:34:30.609000+00:00,2024-06-17 01:34:30.611000+00:00,Is WinLine 9 a good printer driver for a Gerber GS 750plus plotter?,is winline 9 a good printer driver for a gerber gs 750plus plotter,67,13
7376994121,2024-06-18 01:38:07.328000+00:00,2024-06-18 01:38:07.330000+00:00,Printer to print on mylar bags,printer to print on mylar bags,30,6
7407663750,2024-06-23 00:57:31.832000+00:00,2024-06-23 00:57:31.834000+00:00,Ferber has 750,ferber has 750,14,3
7410751320,2024-06-24 00:02:42.186000+00:00,2024-06-24 00:02:42.188000+00:00,"Good morning, I am currently living in South Korea and would like to purchase 3 units each of Gerber's Process Pro Yellow - GCP-805 - 91m - FX, Process Pro Cyan - GCP-807 - 91m - FX, and Process Pro Magenta - GCP-873 - 91m for a total of 9 units. If I order, is it possible to have it shipped to Korea? If shipping to Korea is possible, I would like to receive a total quote via email, including how long it will take and shipping costs. I look forward to your reply as soon as possible. Thank you. Respectfully",good morning i am currently living in south korea and would like to purchase 3 units each of gerbers process pro yellow gcp805 91m fx process pro cyan gcp807 91m fx and process pro magenta gcp873 91m for a total of 9 units if i order is it possible to have it shipped to korea if shipping to korea is possible i would like to receive a total quote via email including how long it will take and shipping costs i look forward to your reply as soon as possible thank you respectfully,511,101
7417683841,2024-06-25 01:07:39.382000+00:00,2024-06-25 01:07:39.384000+00:00,"Gerber 750 30"" plotter",gerber 750 30 plotter,22,4
7422536977,2024-06-25 16:49:17.843000+00:00,2024-06-25 16:49:17.845000+00:00,Can I get a price for the arrowjet 330r please,can i get a price for the arrowjet 330r please,46,10
7492066313,2024-07-05 22:14:08.286000+00:00,2024-07-05 22:14:08.288000+00:00,Good day.,good day,9,2
7539220809,2024-07-12 20:32:07.985000+00:00,2024-07-12 20:32:07.987000+00:00,Do you provide product samples?,do you provide product samples,31,5
7543635103,2024-07-13 16:47:14.281000+00:00,2024-07-13 16:47:14.283000+00:00,Please i need to print plastic bags,please i need to print plastic bags,35,7
7553385349,2024-07-15 17:29:40.251000+00:00,2024-07-15 17:29:40.253000+00:00,Training for Matan SprinG3,training for matan spring3,26,4
7557275163,2024-07-16 02:30:27.453000+00:00,2024-07-16 02:30:27.455000+00:00,Price,price,5,1
7587806892,2024-07-19 19:41:23.498000+00:00,2024-07-19 19:41:23.500000+00:00,transparent clear 4x2 labels for printing on a Quicklabel QL-300 printer,transparent clear 4x2 labels for printing on a quicklabel ql300 printer,72,11
7588796065,2024-07-19 23:37:11.223000+00:00,2024-07-19 23:37:11.225000+00:00,Will UV varnish prevent paint from fading in the sun? Can you recommend one?,will uv varnish prevent paint from fading in the sun can you recommend one,76,14
7635778326,2024-07-26 14:24:49.758000+00:00,2024-07-26 14:24:49.760000+00:00,"Good morning,",good morning,13,2
7667909700,2024-07-31 15:02:45.292000+00:00,2024-07-31 15:02:45.294000+00:00,Hi what is the widest roll you can do,hi what is the widest roll you can do,37,9
7669056683,2024-07-31 17:17:36.801000+00:00,2024-07-31 17:17:36.803000+00:00,Does the arrowjet aqua 330r print labels or does it print directly onto the mylar bags?,does the arrowjet aqua 330r print labels or does it print directly onto the mylar bags,87,16
7705021789,2024-08-06 06:24:29.012000+00:00,2024-08-06 06:24:29.014000+00:00,carrier,carrier,7,1
7708228137,2024-08-06 15:56:51.440000+00:00,2024-08-06 15:56:51.442000+00:00,Specs and approximate cost of your smallest hybrid printer,specs and approximate cost of your smallest hybrid printer,58,9
7709010045,2024-08-06 17:13:54.658000+00:00,2024-08-06 17:13:54.660000+00:00,What email to use to send PO's for ordering,what email to use to send pos for ordering,43,9
7734913136,2024-08-09 20:23:14.915000+00:00,2024-08-09 20:23:14.917000+00:00,"Hi Team, I need help with priicng estimate",hi team i need help with priicng estimate,42,8
7735147184,2024-08-09 20:20:44.821000+00:00,2024-08-09 20:20:44.823000+00:00,"Hi team, Can you please help me with pricing estimate",hi team can you please help me with pricing estimate,53,10
7750299420,2024-08-12 20:59:32.765000+00:00,2024-08-12 20:59:32.767000+00:00,"Hi, owner of arrsys.com We want to introduce you to [Chat Data](https://www.chat-data.com), a powerful AI-powered customer support solution that can enhance your customer support with powerful AI at 24/7. Simply import your knowledge base and let AI handle your customer while you are away. You can take over the conversation anytime you want. With our AI chatbot plus live chat escalation, your customer support workflow will be more efficient and cost-effective, like this: https://cookbook.chat-data.com/#workflow Visit https://www.chat-data.com to give it a try",hi owner of arrsyscom we want to introduce you to chat datahttpswwwchatdatacom a powerful aipowered customer support solution that can enhance your customer support with powerful ai at 247 simply import your knowledge base and let ai handle your customer while you are away you can take over the conversation anytime you want with our ai chatbot plus live chat escalation your customer support workflow will be more efficient and costeffective like this httpscookbookchatdatacomworkflow visit httpswwwchatdatacom to give it a try,565,81
7772265267,2024-08-15 13:39:34.765000+00:00,2024-08-15 13:39:34.767000+00:00,Where can I find the expand one user manual,where can i find the expand one user manual,43,9
7775432593,2024-08-15 17:19:16.246000+00:00,2024-08-15 17:19:16.248000+00:00,"Hello, My name is David Kim from Redprinting. We are interested in purchasing an ArrowJet Aqua 330R, ArrowJet Aqua 330R L, or ArrowJet Aqua 330R Lite machine. Could we receive a quote? I need to present this to our CEO, so I would appreciate it if you could send the quote in a formal quotation format.",hello my name is david kim from redprinting we are interested in purchasing an arrowjet aqua 330r arrowjet aqua 330r l or arrowjet aqua 330r lite machine could we receive a quote i need to present this to our ceo so i would appreciate it if you could send the quote in a formal quotation format,302,56
7836661068,2024-08-22 23:54:42.452000+00:00,2024-08-22 23:54:42.454000+00:00,price of Arrowjet aqua 330,price of arrowjet aqua 330,26,5
7850431288,2024-08-25 07:23:25.470000+00:00,2024-08-25 07:23:25.472000+00:00,Is it available for sale in Taiwan?,is it available for sale in taiwan,35,7
7864824878,2024-08-27 13:38:49.153000+00:00,2024-08-27 13:38:49.155000+00:00,Price of the ARROWJET AQUA 330R LITE?,price of the arrowjet aqua 330r lite,37,7
7866686255,2024-08-27 17:49:45.954000+00:00,2024-08-27 17:49:45.956000+00:00,I was trying to contect,i was trying to contect,23,5
7895065617,2024-08-30 18:49:46.751000+00:00,2024-08-30 18:49:46.753000+00:00,Need a price for Gerber Edge FX,need a price for gerber edge fx,31,7
7915355953,2024-09-03 16:06:12.328000+00:00,2024-09-03 16:06:12.330000+00:00,how do i clean the filters on the filtrabox expand,how do i clean the filters on the filtrabox expand,50,10
7939105284,2024-09-06 14:51:55.364000+00:00,2024-09-06 14:51:55.366000+00:00,"Do you carry memjet inks? the parts number are: 10004688, 10006338, 10004691, 10004690",do you carry memjet inks the parts number are 10004688 10006338 10004691 10004690,86,13
7946770613,2024-09-08 15:38:16.167000+00:00,2024-09-08 15:38:16.169000+00:00,Looking for a printer that can print color graphics on plastic boxes. Short runs of 2000 boxes a week with several different graphics,looking for a printer that can print color graphics on plastic boxes short runs of 2000 boxes a week with several different graphics,133,23
7952213938,2024-09-09 15:17:01.497000+00:00,2024-09-09 15:17:01.499000+00:00,I want to talk to a sales person,i want to talk to a sales person,32,8
7954586729,2024-09-09 20:13:18.668000+00:00,2024-09-09 20:13:18.670000+00:00,Spare parts,spare parts,11,2
7979640894,2024-09-12 15:03:55.558000+00:00,2024-09-12 15:03:55.560000+00:00,i need part numbers and pricing for ink,i need part numbers and pricing for ink,39,8
7982128023,2024-09-12 20:09:00.115000+00:00,2024-09-12 20:09:00.117000+00:00,"Hi, I am looking for aircraft interior placards printing & cutting system.",hi i am looking for aircraft interior placards printing cutting system,74,12
8001442650,2024-09-16 20:16:15.963000+00:00,2024-09-16 20:16:15.965000+00:00,we are looking for an affordable printing option for in-house mylar bags and any custom projects we can help customers with,we are looking for an affordable printing option for inhouse mylar bags and any custom projects we can help customers with,123,21
8056546197,2024-09-24 13:00:47.870000+00:00,2024-09-24 13:00:47.872000+00:00,Hope i have the right company. i need support with parts for a 325 6 F. it's an older converting machine.,hope i have the right company i need support with parts for a 325 6 f its an older converting machine,105,21
8073795855,2024-09-26 03:14:52.261000+00:00,2024-09-26 03:14:52.263000+00:00,I want to see open opportunities,i want to see open opportunities,32,6
8078065070,2024-09-26 17:04:35.802000+00:00,2024-09-26 17:04:35.804000+00:00,Flexible packaing,flexible packaing,17,2
8093182624,2024-09-29 16:17:16.764000+00:00,2024-09-29 16:17:16.766000+00:00,Can I know the headquarter of this company?,can i know the headquarter of this company,43,8
8094668694,2024-09-30 02:36:54.669000+00:00,2024-09-30 02:36:54.671000+00:00,Are you a real person,are you a real person,21,5
8099872869,2024-09-30 18:57:57.986000+00:00,2024-09-30 18:57:57.988000+00:00,Can it be used to make labels using fabrics like cotton or satin ?,can it be used to make labels using fabrics like cotton or satin,66,14
8109090215,2024-10-01 17:37:32.341000+00:00,2024-10-01 17:37:32.343000+00:00,careers,careers,7,1
8142905216,2024-10-07 08:33:28.915000+00:00,2024-10-07 08:33:28.917000+00:00,hello i want send you mi CV,hello i want send you mi cv,27,7
8144720541,2024-10-07 14:33:18.353000+00:00,2024-10-07 14:33:18.355000+00:00,How do we purchase the ink?,how do we purchase the ink,27,6
8160086190,2024-10-09 14:19:09.719000+00:00,2024-10-09 14:19:09.721000+00:00,Good Morning we are looking for a replacement piece for the GERBER GS750 Plus,good morning we are looking for a replacement piece for the gerber gs750 plus,77,14
8167135012,2024-10-10 14:04:48.729000+00:00,2024-10-10 14:04:48.731000+00:00,"I believe we've reached out before about a laser cutter, but it's just not in the budget. We're looking for a way to take care of odd stuff and short runs. 13in rolls. Want to be able to kiss cut, sheet and slit. Like the EZ Cut 330a? the 350r says something about a sheeting system as well. Have any solutions for that?",i believe weve reached out before about a laser cutter but its just not in the budget were looking for a way to take care of odd stuff and short runs 13in rolls want to be able to kiss cut sheet and slit like the ez cut 330a the 350r says something about a sheeting system as well have any solutions for that,320,63
8169801339,2024-10-10 19:53:17.728000+00:00,2024-10-10 19:53:17.730000+00:00,Any-002 printer,any002 printer,15,2
8170467932,2024-10-10 21:30:29.451000+00:00,2024-10-10 21:30:29.453000+00:00,do employees get health and dental benefits,do employees get health and dental benefits,43,7
8176867343,2024-10-11 20:21:50.638000+00:00,2024-10-11 20:21:50.640000+00:00,Gerber GS 750 pounce pattern tool,gerber gs 750 pounce pattern tool,33,6
8192369262,2024-10-15 06:45:55.137000+00:00,2024-10-15 06:45:55.139000+00:00,Hello ı want to ask some details about your product ( ArrowJet Aqua 800M ) it is suitable for flexible packaging ? do you print on the pet material. And do you have a customer for using deverse print ? and also ı want to send lamination process when your printing done. is it suitable for lamination process.,hello ı want to ask some details about your product arrowjet aqua 800m it is suitable for flexible packaging do you print on the pet material and do you have a customer for using deverse print and also ı want to send lamination process when your printing done is it suitable for lamination process,308,58
8196498869,2024-10-15 16:16:22.162000+00:00,2024-10-15 16:16:22.164000+00:00,Small Label Printer,small label printer,19,3
8234927901,2024-10-19 04:55:52.706000+00:00,2024-10-19 04:55:52.708000+00:00,How much do your printers cost,how much do your printers cost,30,6
8256139272,2024-10-22 12:52:02.972000+00:00,2024-10-22 12:52:02.974000+00:00,Hi There,hi there,8,2
8269742725,2024-10-24 09:57:44.814000+00:00,2024-10-24 09:57:44.816000+00:00,Where are u located,where are u located,19,4
8299478791,2024-10-30 16:40:50.337000+00:00,2024-10-30 16:40:50.339000+00:00,how much does the gerber edge fx cost,how much does the gerber edge fx cost,37,8
8305072781,2024-10-31 15:09:19.418000+00:00,2024-10-31 15:09:19.420000+00:00,Hello Good morning,hello good morning,18,3
8310469240,2024-11-01 15:56:44.348000+00:00,2024-11-01 15:56:44.350000+00:00,Gerber Envision 375 Plotter. do you have any in stock,gerber envision 375 plotter do you have any in stock,53,10
8321263123,2024-11-04 16:01:00.784000+00:00,2024-11-04 16:01:00.786000+00:00,Hi.I am looking for Gerber Edge 2 matherboar,hii am looking for gerber edge 2 matherboar,44,8
